text,label
Please Add the profile named Ethan,write
count employees who signed up recently please!,read
Please search lead assigned to Benjamin,read
Could you check if there are duplicate tickets in the system?,read
got any record verified,read
new customer status active,write
assign order to Mason,write
i need to see shipments where id is 445,read
duplicate emp id 8735,write
Restore the ticket with id 5344,write
did Emily get updated? please,read
Promote a brand new contract,write
COUNT RECORDS WHERE STATUS IS VERIFIED,read
Duplicate the machine assigned to Benjamin,write
Replace the outdated information in this subscription with the latest details.,write
Please archive every inactive invoice before the end of the day.,write
count record who signed up recently,read
count inv duplicate,read
What can you do,casual
Is there any branch waiting for approval?,read
Delete all accounts marked active,write
need to delte users bob,write
heyy plz,casual
Teach me joins,casual
Can you help me find every employee assigned to John?,read
that makes sense,casual
👍 what do you mean?,casual
yo!,casual
where is acct created today,read
I need a complete list of archived projects because we're reviewing old data.,read
pls destroy inv email john@example.com,write
I like this Can you help?,casual
u there? pls,casual
thank you how are you!,casual
Which suppliers were modified yesterday?,read
lookup order from today,read
Is there any branch waiting for approval?,read
where is employee from yesterday,read
Hello ,casual
Can you help me find every asset assigned to John?,read
FETCH SHIPMENTS CREATED RECENTLY,read
why did that happen,casual
need to duplicate users status inactive,write
locate order inactive,read
Could you tell me how many projects are currently active?,read
create another ticket like this,write
that's funny,casual
edit subscription email to ava@example.com please,write
Can you help me find every account assigned to Alice?,read
Erase ownership of the inventory to Daniel,write
👋 Are you an AI?,casual
tell me about products with price > 529,read
find everything related to payment #4673,read
Which suppliers were modified yesterday? please,read
Remove the product with id 2575,write
Synchronize Harper's owner,write
delete invoice email john@example.com,write
please create another report like this,write
create another order like this,write
search for subscription with price > 99,read
change invoice status to active,write
display users with price > 2097,read
I'm just experimenting thanks!,casual
I'm curious about something 😊,casual
show me the previous Olivia,read
How many sessions belong to Ella?,read
Can you explain SQL?,casual
need to change prod price 310,write
Search for Mia's account,read
Is there any inventory waiting for approval?,read
Modify the client with id 6747,write
lookup emp verified,read
Move this account to another department and keep all associated history.,write
Is there any device waiting for approval?,read
alright,casual
Retrieve duplicate profiles,read
😊,casual
hello who made you,casual
what about payment Emma?,read
Find duplicate documents,read
Restore the asset into another department,write
add products price to 4610,write
need sub named john,read
I'd like to see transactions updated yesterday,read
new user please,write
Count profiles with id 59,read
Is there any machine waiting for approval?,read
MODIFY THE SHIPMENT WITH ID 2151,write
undo the last customer,write
retrieve customer verified,read
Demote a brand new report,write
Can we chat for a minute what do you think?,casual
Could you show orders created yesterday,read
Find duplicate warehouses please,read
do we still have ticket for Emily? please,read
List employees updated this year please,read
please undo the last payment,write
Add the account named Alice,write
hmm,casual
Merge branch budget to 42728,write
Can you help me find every account assigned to Mason?,read
insert account duplicate,write
Replace the outdated information in this ticket with the latest details.,write
