text,label
Pull up task with reference 4260,read
👀,casual
can you insert employees please,write
do the search again,read
I've been learning databases lately 😊,casual
I need every department whose status is open please,read
Can we chat for a minute,casual
count orders where id is 813,read
go assign order last one,write
copy this report,write
what about subscription Liam?,read
Create Ava to premium,write
find acct created today,read
Can you help me find every subscription assigned to Liam?,read
what about ticket Mason?,read
delete tables !,write
lsit cust named alice,read
SET EMPLOYEES FOR LUCAS,write
need product paid,read
add invoice status active,write
search sub named john,read
I need a complete list of archived subscriptions because we're reviewing old data.,read
Count duplicate customers,read
where is prod email john@example.com,read
please delete the duplicate customer,write
can you deactivate logs named lucas,write
got any prod created today,read
👋 How does this work?,casual
I need all payments,read
how does this work please,casual
Teach me joins Are you an AI?,casual
I'd like to see Bob's ticket,read
create payments email to david@example.com,write
that makes sense what do you mean?,casual
Hope you're having a good day that's all for now.,casual
I appreciate the help have a nice day.,casual
what is sql are you an ai,casual
deactivate payment where age is 77,write
Find duplicate sessions,read
restore the deleted customer,write
i need to see accounts who signed up recently,read
How many departments belong to James?,read
do we still have account for Liam? please,read
Replace the outdated information in this payment with the latest details.,write
Please archive every inactive asset before the end of the day.,write
show product id 7583,read
Replace the outdated information in this project with the latest details.,write
Fetch all orders please,read
go delete customer duplicate,write
show only archived Emily,read
can u pull user pending,read
Find duplicate inventorys,read
delete the duplicate project,write
create products for noah,write
who made you,casual
what happened to account #1897?,read
can you restore ticket with id 426,write
Verify expense with reference 2102,read
Move this asset to another department and keep all associated history.,write
delte record id 8735,write
Tell me something fun Can you help?,casual
Delete Olivia's price,write
How many transactions with id 2472 please,read
make customer alice,write
I need Bob's employee,read
restore the deleted subscription,write
did account #9782 get updated?,read
Clone the campaign assigned to Ella,write
Please Rename David to premium,write
merge these subscription,write
I need a complete list of archived devices because we're reviewing old data.,read
Hope you're doing well ,casual
I'm curious about something,casual
Display clients updated today,read
bad bot !,casual
Can you help me find every account assigned to Noah?,read
Correct the task into another department,write
sup what can you do,casual
Restore the subscription that was deleted yesterday.,write
go new inv email john@example.com,write
Show me payments updated last month,read
assign record status inactive,write
who made you,casual
can you list log with price > 1099 please,read
go edit subscription price 310,write
what about user Emma?,read
Could you check if there are duplicate accounts in the system?,read
Append every branch marked pending,write
lsit product with status = processing,read
pls deactivate acct old one,write
can i see the latest report #8321? please,read
Deactivate a new ticket for Mia,write
Please show only the shipments that were updated today.,read
I'm looking for clients where status is inactive,read
Demote the supplier assigned to Benjamin,write
good evening what can you do,casual
Could you locate every device updated this week,read
I'm looking for the oldest asset in the database.,read
cool,casual
Display duplicate tickets,read
Insert Mia's phone number,write
Goodbye,casual
what happened to report #2006?,read
Retrieve records with id 847,read
Can you explain SQL?,casual
Could you check if there are duplicate accounts in the system?,read
can you fetch table with price > 4003,read
Could you demote every branch marked closed,write
I like this,casual
Create another payment using the same information as the previous one.,write
please restore the deleted user,write
remove order permanently,write
i'm confused,casual
